mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,retention_time,mz
L-Cystine,211202_Smp_OBi1_6,2693595,Particulate,1,OBi1_set2,Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_OBi1_7,100015,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_OBi1_8,1834106,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_OBi1_9,1918028,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_OBi1small_1,121601,Particulate,1,Obi1_set1,Glucose + NH4,11.817567567567568,241.031677
L-Cystine,211202_Smp_OBi1small_3,194905,Particulate,1,Obi1_set1,Glucose + NH4,11.817567567567568,241.031677
L-Cystine,211202_Smp_OBi1small_5,366696,Particulate,1,Obi1_set1,Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_OBi1small_7,431939,Particulate,1,Obi1_set1,Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_RWi2_1,58089,Particulate,1,Rwi_set1,Glycerol + NH4,11.817567567567568,241.031677
L-Cystine,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,11.817567567567568,241.031677
L-Cystine,211202_Smp_RWi2_3,NA,Particulate,1,Rwi_set1,Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_RWi2_4,NA,Particulate,1,Rwi_set1,Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_RWi2_5,122209,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.817567567567568,241.031677
L-Cystine,211202_Smp_RWi2_6,73799,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.817567567567568,241.031677
L-Glutamic acid,211202_Smp_OBi1_1,1579892202.9157128,Particulate,1,OBi1_set2,Glucose + NH4,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_2,1610531367.4950185,Particulate,1,OBi1_set2,Glucose + NH4,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_3,1605891969.479745,Particulate,1,OBi1_set2,Glucose + NH4,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_4,2149506898.5669827,Particulate,1,OBi1_set2,Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_5,1440703227.894669,Particulate,1,OBi1_set2,Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_6,1347824915.13338,Particulate,1,OBi1_set2,Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_7,5566381501.632615,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_8,5845961716.465637,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1_9,5206613690.320976,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1small_1,565869125.1106693,Particulate,1,Obi1_set1,Glucose + NH4,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1small_3,537372522.2012463,Particulate,1,Obi1_set1,Glucose + NH4,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1small_5,846181996.9843447,Particulate,1,Obi1_set1,Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_OBi1small_7,912096888.1409352,Particulate,1,Obi1_set1,Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_RWi2_1,751880977.7714987,Particulate,1,Rwi_set1,Glycerol + NH4,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_RWi2_2,661410473.764167,Particulate,1,Rwi_set1,Glycerol + NH4,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_RWi2_3,1091341944.8084686,Particulate,1,Rwi_set1,Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_RWi2_4,1563212232.2552738,Particulate,1,Rwi_set1,Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_RWi2_5,807829080.3471091,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.39051282051282,148.060984
L-Glutamic acid,211202_Smp_RWi2_6,614567882.5677842,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,11.39051282051282,148.060984
L-Glutamine,211202_Smp_OBi1_1,725744953.8649317,Particulate,1,OBi1_set2,Glucose + NH4,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_2,681631010.3179001,Particulate,1,OBi1_set2,Glucose + NH4,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_3,659301919.6379917,Particulate,1,OBi1_set2,Glucose + NH4,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_4,57330771.98517192,Particulate,1,OBi1_set2,Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_5,180501029.3826151,Particulate,1,OBi1_set2,Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_6,147195993.5503216,Particulate,1,OBi1_set2,Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_7,1988211489.1870265,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_8,2207338457.2291307,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1_9,1957531484.493076,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1small_1,95867785.5626724,Particulate,1,Obi1_set1,Glucose + NH4,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1small_3,76788535.21928583,Particulate,1,Obi1_set1,Glucose + NH4,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1small_5,322722196.1337412,Particulate,1,Obi1_set1,Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_OBi1small_7,399813714.8939644,Particulate,1,Obi1_set1,Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_RWi2_1,489234221.95029414,Particulate,1,Rwi_set1,Glycerol + NH4,10.754102564102563,147.076968
L-Glutamine,211202_Smp_RWi2_2,430096358.5765017,Particulate,1,Rwi_set1,Glycerol + NH4,10.754102564102563,147.076968
L-Glutamine,211202_Smp_RWi2_3,120120066.47041786,Particulate,1,Rwi_set1,Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_RWi2_4,188485537.66964665,Particulate,1,Rwi_set1,Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_RWi2_5,756879465.4104412,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.754102564102563,147.076968
L-Glutamine,211202_Smp_RWi2_6,598055590.8630389,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.754102564102563,147.076968
L-Histidine,211202_Smp_OBi1_1,69304296.35557358,Particulate,1,OBi1_set2,Glucose + NH4,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_2,65313620.5049964,Particulate,1,OBi1_set2,Glucose + NH4,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_3,68967123.2568033,Particulate,1,OBi1_set2,Glucose + NH4,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_4,20176313.63367319,Particulate,1,OBi1_set2,Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_5,20521961.895454068,Particulate,1,OBi1_set2,Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_6,18349090.411535572,Particulate,1,OBi1_set2,Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_7,55351528.95255174,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_8,53376392.349657446,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1_9,46654539.949898235,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1small_1,34439237.40532023,Particulate,1,Obi1_set1,Glucose + NH4,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1small_3,18678314.931440815,Particulate,1,Obi1_set1,Glucose + NH4,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1small_5,27646615.22758403,Particulate,1,Obi1_set1,Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_OBi1small_7,21715393.3960268,Particulate,1,Obi1_set1,Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_RWi2_1,NA,Particulate,1,Rwi_set1,Glycerol + NH4,10.715853658536586,156.077302
L-Histidine,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,10.715853658536586,156.077302
L-Histidine,211202_Smp_RWi2_3,NA,Particulate,1,Rwi_set1,Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_RWi2_4,NA,Particulate,1,Rwi_set1,Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_RWi2_5,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.715853658536586,156.077302
L-Histidine,211202_Smp_RWi2_6,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.715853658536586,156.077302
L-Homoserine,211202_Smp_OBi1_1,19686350.464572173,Particulate,1,OBi1_set2,Glucose + NH4,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_2,22418987.299475767,Particulate,1,OBi1_set2,Glucose + NH4,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_3,20786080.917046383,Particulate,1,OBi1_set2,Glucose + NH4,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_4,35616523.66579479,Particulate,1,OBi1_set2,Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_5,32529856.09763879,Particulate,1,OBi1_set2,Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_6,26529766.29959089,Particulate,1,OBi1_set2,Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_7,73841479.78300974,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_8,87181320.9435105,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1_9,73396096.54520276,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1small_1,1199707.694497345,Particulate,1,Obi1_set1,Glucose + NH4,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1small_3,2075679.8153673157,Particulate,1,Obi1_set1,Glucose + NH4,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1small_5,5127323.237953721,Particulate,1,Obi1_set1,Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_OBi1small_7,5446445.324604284,Particulate,1,Obi1_set1,Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_RWi2_1,583261.460206785,Particulate,1,Rwi_set1,Glycerol + NH4,10.786923076923078,120.066069
L-Homoserine,211202_Smp_RWi2_2,521863.9498104564,Particulate,1,Rwi_set1,Glycerol + NH4,10.786923076923078,120.066069
L-Homoserine,211202_Smp_RWi2_3,4121842.001452413,Particulate,1,Rwi_set1,Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_RWi2_4,3566010.731577166,Particulate,1,Rwi_set1,Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_RWi2_5,577262.6961169125,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.786923076923078,120.066069
L-Homoserine,211202_Smp_RWi2_6,521747.2356061402,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,10.786923076923078,120.066069
L-Isoleucine,211202_Smp_OBi1_1,55199955.61970825,Particulate,1,OBi1_set2,Glucose + NH4,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_3,47891484.80373912,Particulate,1,OBi1_set2,Glucose + NH4,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_4,23491887.34063988,Particulate,1,OBi1_set2,Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_5,24835336.190721888,Particulate,1,OBi1_set2,Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_6,32579171.873768702,Particulate,1,OBi1_set2,Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_7,45914764.68148325,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_8,44051933.0962602,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1_9,40862313.623778,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1small_1,NA,Particulate,1,Obi1_set1,Glucose + NH4,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1small_3,NA,Particulate,1,Obi1_set1,Glucose + NH4,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1small_5,NA,Particulate,1,Obi1_set1,Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_OBi1small_7,NA,Particulate,1,Obi1_set1,Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_RWi2_1,NA,Particulate,1,Rwi_set1,Glycerol + NH4,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_RWi2_3,NA,Particulate,1,Rwi_set1,Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_RWi2_4,17829957.710078567,Particulate,1,Rwi_set1,Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_RWi2_5,28267033.848169405,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,6.644871794871795,132.102454
L-Isoleucine,211202_Smp_RWi2_6,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,6.644871794871795,132.102454
L-Leucine,211202_Smp_OBi1_1,NA,Particulate,1,OBi1_set2,Glucose + NH4,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_3,49061716.52896716,Particulate,1,OBi1_set2,Glucose + NH4,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_4,25520953.247471463,Particulate,1,OBi1_set2,Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_5,24553216.026277456,Particulate,1,OBi1_set2,Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_7,48858588.25666182,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_8,43788197.83372516,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1_9,50241526.68338962,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1small_1,NA,Particulate,1,Obi1_set1,Glucose + NH4,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1small_3,NA,Particulate,1,Obi1_set1,Glucose + NH4,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1small_5,NA,Particulate,1,Obi1_set1,Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_OBi1small_7,NA,Particulate,1,Obi1_set1,Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_RWi2_1,NA,Particulate,1,Rwi_set1,Glycerol + NH4,6.658974358974359,132.102454
L-Leucine,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,6.658974358974359,132.102454
L-Leucine,211202_Smp_RWi2_3,20368936.2324199,Particulate,1,Rwi_set1,Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_RWi2_4,NA,Particulate,1,Rwi_set1,Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_RWi2_5,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,6.658974358974359,132.102454
L-Leucine,211202_Smp_RWi2_6,NA,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,6.658974358974359,132.102454
L-Lysine,211202_Smp_OBi1_1,26479424.217421636,Particulate,1,OBi1_set2,Glucose + NH4,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_2,20836317.78267926,Particulate,1,OBi1_set2,Glucose + NH4,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_3,24908538.121228945,Particulate,1,OBi1_set2,Glucose + NH4,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_4,13084188.305062452,Particulate,1,OBi1_set2,Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_5,12249598.8367343,Particulate,1,OBi1_set2,Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_6,8717249.881748302,Particulate,1,OBi1_set2,Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_7,20562265.274803676,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_8,20315094.647089675,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1_9,17305122.60168016,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1small_1,2504587.2406259915,Particulate,1,Obi1_set1,Glucose + NH4,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1small_3,2331502.059711556,Particulate,1,Obi1_set1,Glucose + NH4,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1small_5,5225598.575368229,Particulate,1,Obi1_set1,Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_OBi1small_7,4529650.492615564,Particulate,1,Obi1_set1,Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_RWi2_1,1449860.8167577905,Particulate,1,Rwi_set1,Glycerol + NH4,18.184146341463418,147.113353
L-Lysine,211202_Smp_RWi2_2,1390993.7122706487,Particulate,1,Rwi_set1,Glycerol + NH4,18.184146341463418,147.113353
L-Lysine,211202_Smp_RWi2_3,2183817.401997294,Particulate,1,Rwi_set1,Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_RWi2_4,2359942.346532666,Particulate,1,Rwi_set1,Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_RWi2_5,1934538.4510588285,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,18.184146341463418,147.113353
L-Lysine,211202_Smp_RWi2_6,1514792.226858737,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,18.184146341463418,147.113353
L-Methionine,211202_Smp_OBi1_1,27490392,Particulate,1,OBi1_set2,Glucose + NH4,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_2,28766374,Particulate,1,OBi1_set2,Glucose + NH4,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_3,27932634,Particulate,1,OBi1_set2,Glucose + NH4,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_4,10361659,Particulate,1,OBi1_set2,Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_5,9074712,Particulate,1,OBi1_set2,Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_6,9413792,Particulate,1,OBi1_set2,Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_7,20716618,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_8,20922208,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1_9,19157482,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1small_1,5026462,Particulate,1,Obi1_set1,Glucose + NH4,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1small_3,5194227,Particulate,1,Obi1_set1,Glucose + NH4,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1small_5,5560662,Particulate,1,Obi1_set1,Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_OBi1small_7,5561055,Particulate,1,Obi1_set1,Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_RWi2_1,6020820,Particulate,1,Rwi_set1,Glycerol + NH4,6.917368421052632,150.058876
L-Methionine,211202_Smp_RWi2_2,5436522,Particulate,1,Rwi_set1,Glycerol + NH4,6.917368421052632,150.058876
L-Methionine,211202_Smp_RWi2_3,4816605,Particulate,1,Rwi_set1,Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_RWi2_4,5120716,Particulate,1,Rwi_set1,Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_RWi2_5,8769820,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,6.917368421052632,150.058876
L-Methionine,211202_Smp_RWi2_6,5820895,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,6.917368421052632,150.058876
L-Methionine S-oxide,211202_Smp_OBi1_1,NA,Particulate,1,OBi1_set2,Glucose + NH4,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_3,NA,Particulate,1,OBi1_set2,Glucose + NH4,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1_9,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1small_1,29125.17596073766,Particulate,1,Obi1_set1,Glucose + NH4,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1small_3,86228.82968730589,Particulate,1,Obi1_set1,Glucose + NH4,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1small_5,94172.04746328748,Particulate,1,Obi1_set1,Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_OBi1small_7,70097.55873857654,Particulate,1,Obi1_set1,Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_RWi2_1,202141.21669076756,Particulate,1,Rwi_set1,Glycerol + NH4,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_RWi2_2,375713.7730085283,Particulate,1,Rwi_set1,Glycerol + NH4,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_RWi2_3,139609.9497286498,Particulate,1,Rwi_set1,Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_RWi2_4,130151.797224475,Particulate,1,Rwi_set1,Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_RWi2_5,257414.2648264999,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,9.1659375,166.053791
L-Methionine S-oxide,211202_Smp_RWi2_6,248456.55229872584,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,9.1659375,166.053791
L-Ornithine,211202_Smp_OBi1_1,2988943.355543079,Particulate,1,OBi1_set2,Glucose + NH4,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_2,2743884.578413433,Particulate,1,OBi1_set2,Glucose + NH4,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_3,2900943.0560329147,Particulate,1,OBi1_set2,Glucose + NH4,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_7,10690460.02909938,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1_9,11741616.172876555,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1small_1,6156395.900867569,Particulate,1,Obi1_set1,Glucose + NH4,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1small_3,3437487.5997763285,Particulate,1,Obi1_set1,Glucose + NH4,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1small_5,2963829.5393713256,Particulate,1,Obi1_set1,Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_OBi1small_7,NA,Particulate,1,Obi1_set1,Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_RWi2_1,NA,Particulate,1,Rwi_set1,Glycerol + NH4,16.070243902439024,133.097703
L-Ornithine,211202_Smp_RWi2_2,NA,Particulate,1,Rwi_set1,Glycerol + NH4,16.070243902439024,133.097703
L-Ornithine,211202_Smp_RWi2_3,30063250.701100983,Particulate,1,Rwi_set1,Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_RWi2_4,36703343.72979615,Particulate,1,Rwi_set1,Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_RWi2_5,5398624.729315716,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,16.070243902439024,133.097703
L-Ornithine,211202_Smp_RWi2_6,3228543.5794149567,Particulate,1,Rwi_set1,Glycerol + NH4 + Homarine,16.070243902439024,133.097703
L-Proline,211202_Smp_OBi1_1,85879222.82611702,Particulate,1,OBi1_set2,Glucose + NH4,9.041538461538462,116.071154
L-Proline,211202_Smp_OBi1_2,68641052.56483445,Particulate,1,OBi1_set2,Glucose + NH4,9.041538461538462,116.071154
L-Proline,211202_Smp_OBi1_3,81871931.32082678,Particulate,1,OBi1_set2,Glucose + NH4,9.041538461538462,116.071154
L-Proline,211202_Smp_OBi1_4,18213122.182383504,Particulate,1,OBi1_set2,Homarine,9.041538461538462,116.071154
L-Proline,211202_Smp_OBi1_5,23156905.89282717,Particulate,1,OBi1_set2,Homarine,9.041538461538462,116.071154
L-Proline,211202_Smp_OBi1_6,17530292.63087334,Particulate,1,OBi1_set2,Homarine,9.041538461538462,116.071154
L-Proline,211202_Smp_OBi1_7,76137594.12109399,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.041538461538462,116.071154
