...1,replicate_name,precursor_ion_name,retention_time,area,background,height,mass_error_ppm,flags,QC_area
2231,220302_Smp_SWBlk_3,NADP,NA,NA,NA,NA,NA,NA,NA
2232,220302_Smp_OBi1_1,NADP,NA,NA,NA,NA,NA,NA,NA
2233,220302_Smp_OBi1_2,NADP,NA,NA,NA,NA,NA,NA,NA
2234,220302_Smp_OBi1_3,NADP,NA,NA,NA,NA,NA,NA,NA
2235,220302_Smp_OBi1_4,NADP,13.44,119081,0,79766,-1,NA,119081
2236,220302_Smp_OBi1_5,NADP,NA,NA,NA,NA,NA,NA,NA
2237,220302_Smp_OBi1_6,NADP,NA,NA,NA,NA,NA,NA,NA
2238,220302_Smp_OBi1_7,NADP,NA,NA,NA,NA,NA,NA,NA
2239,220302_Smp_OBi1_8,NADP,NA,NA,NA,NA,NA,NA,NA
2240,220302_Smp_OBi1_9,NADP,NA,NA,NA,NA,NA,NA,NA
2241,220302_Smp_OBi1small_1,NADP,NA,NA,NA,NA,NA,NA,NA
2242,220302_Smp_OBi1small_2,NADP,NA,NA,NA,NA,NA,NA,NA
2243,220302_Smp_OBi1small_3,NADP,NA,NA,NA,NA,NA,NA,NA
2244,220302_Smp_OBi1small_4,NADP,NA,NA,NA,NA,NA,NA,NA
2245,220302_Smp_RWi2_1,NADP,NA,NA,NA,NA,NA,NA,NA
2246,220302_Smp_RWi2_2,NADP,13.26,118557,0,90736,-3,NA,118557
2247,220302_Smp_RWi2_3,NADP,NA,NA,NA,NA,NA,NA,NA
2248,220302_Smp_RWi2_4,NADP,NA,NA,NA,NA,NA,NA,NA
2249,220302_Smp_RWi2_5,NADP,NA,NA,NA,NA,NA,NA,NA
2250,220302_Smp_RWi2_6,NADP,12.51,127223,0,119723,8.8,"ppm_flag,",NA
2251,220302_Std_4uMStdsMix1InH2O_1,NADPH,NA,NA,NA,NA,NA,NA,NA
2252,220302_Std_4uMStdsMix1InH2O_2,NADPH,NA,NA,NA,NA,NA,NA,NA
2253,220302_Std_4uMStdsMix1InMatrix_1,NADPH,NA,NA,NA,NA,NA,NA,NA
2254,220302_Std_4uMStdsMix1InMatrix_2,NADPH,NA,NA,NA,NA,NA,NA,NA
2255,220302_Std_4uMStdsMix2InH2O_1,NADPH,13.8,2351064,0,247751,-2.5,NA,2351064
2256,220302_Std_4uMStdsMix2InH2O_2,NADPH,13.54,4492533,0,405653,-4.7,NA,4492533
2257,220302_Std_4uMStdsMix2InMatrix_1,NADPH,13.77,2605237,0,325840,-4.7,NA,2605237
2258,220302_Std_4uMStdsMix2InMatrix_2,NADPH,13.57,2993210,0,351726,-3.7,NA,2993210
2259,220302_Std_H2OinMatrix_1,NADPH,NA,NA,NA,NA,NA,NA,NA
2260,220302_Std_H2OinMatrix_2,NADPH,NA,NA,NA,NA,NA,NA,NA
2261,220302_Poo_TruePooBacteria_Full1,NADPH,NA,NA,NA,NA,NA,NA,NA
2262,220302_Poo_TruePooBacteria_Full2,NADPH,NA,NA,NA,NA,NA,NA,NA
2263,220302_Poo_TruePooBacteria_Full3,NADPH,14.3,141181,0,116164,-0.3,NA,141181
2264,220302_Poo_TruePooBacteria_Half1,NADPH,NA,NA,NA,NA,NA,NA,NA
2265,220302_Poo_TruePooBacteria_Half2,NADPH,NA,NA,NA,NA,NA,NA,NA
2266,220302_Poo_TruePooBacteria_Half3,NADPH,NA,NA,NA,NA,NA,NA,NA
2267,220302_Smp_MQBlk1_A,NADPH,13.63,20672,0,21259,1.1,"areamin_flag, blank_flag",NA
2268,220302_Smp_MQBlk1_B,NADPH,NA,NA,NA,NA,NA,NA,NA
2269,220302_Smp_MQBlk1_C,NADPH,NA,NA,NA,NA,NA,NA,NA
2270,220302_Smp_MQBlk2_A,NADPH,NA,NA,NA,NA,NA,NA,NA
2271,220302_Smp_MQBlk2_B,NADPH,NA,NA,NA,NA,NA,NA,NA
2272,220302_Smp_MQBlk2_C,NADPH,NA,NA,NA,NA,NA,NA,NA
2273,220302_Smp_MQBlk3_A,NADPH,NA,NA,NA,NA,NA,NA,NA
2274,220302_Smp_MQBlk3_B,NADPH,NA,NA,NA,NA,NA,NA,NA
2275,220302_Smp_MQBlk3_C,NADPH,NA,NA,NA,NA,NA,NA,NA
2276,220302_Smp_SupernatBlk_1,NADPH,NA,NA,NA,NA,NA,NA,NA
2277,220302_Smp_SupernatBlk_2,NADPH,NA,NA,NA,NA,NA,NA,NA
2278,220302_Smp_SupernatBlk_3,NADPH,NA,NA,NA,NA,NA,NA,NA
2279,220302_Smp_SWBlk_1,NADPH,NA,NA,NA,NA,NA,NA,NA
2280,220302_Smp_SWBlk_2,NADPH,NA,NA,NA,NA,NA,NA,NA
2281,220302_Smp_SWBlk_3,NADPH,NA,NA,NA,NA,NA,NA,NA
2282,220302_Smp_OBi1_1,NADPH,NA,NA,NA,NA,NA,NA,NA
2283,220302_Smp_OBi1_2,NADPH,NA,NA,NA,NA,NA,NA,NA
2284,220302_Smp_OBi1_3,NADPH,NA,NA,NA,NA,NA,NA,NA
2285,220302_Smp_OBi1_4,NADPH,NA,NA,NA,NA,NA,NA,NA
2286,220302_Smp_OBi1_5,NADPH,NA,NA,NA,NA,NA,NA,NA
2287,220302_Smp_OBi1_6,NADPH,NA,NA,NA,NA,NA,NA,NA
2288,220302_Smp_OBi1_7,NADPH,NA,NA,NA,NA,NA,NA,NA
2289,220302_Smp_OBi1_8,NADPH,NA,NA,NA,NA,NA,NA,NA
2290,220302_Smp_OBi1_9,NADPH,NA,NA,NA,NA,NA,NA,NA
2291,220302_Smp_OBi1small_1,NADPH,NA,NA,NA,NA,NA,NA,NA
2292,220302_Smp_OBi1small_2,NADPH,NA,NA,NA,NA,NA,NA,NA
2293,220302_Smp_OBi1small_3,NADPH,NA,NA,NA,NA,NA,NA,NA
2294,220302_Smp_OBi1small_4,NADPH,NA,NA,NA,NA,NA,NA,NA
2295,220302_Smp_RWi2_1,NADPH,12.75,61362,0,42892,5.2,blank_flag,NA
2296,220302_Smp_RWi2_2,NADPH,13.77,16040,0,8599,-8.1,"ppm_flag, areamin_flag, blank_flag",NA
2297,220302_Smp_RWi2_3,NADPH,NA,NA,NA,NA,NA,NA,NA
2298,220302_Smp_RWi2_4,NADPH,NA,NA,NA,NA,NA,NA,NA
2299,220302_Smp_RWi2_5,NADPH,NA,NA,NA,NA,NA,NA,NA
2300,220302_Smp_RWi2_6,NADPH,NA,NA,NA,NA,NA,NA,NA
2301,220302_Std_4uMStdsMix1InH2O_1,Orotic acid,6.74,1770228480,0,69503344,-1.7,NA,1770228480
2302,220302_Std_4uMStdsMix1InH2O_2,Orotic acid,5.24,1847718272,0,56886640,-1.3,NA,1847718272
2303,220302_Std_4uMStdsMix1InMatrix_1,Orotic acid,7.11,1512184064,5696210,75062552,-1.3,NA,1512184064
2304,220302_Std_4uMStdsMix1InMatrix_2,Orotic acid,6.05,1657315456,11193550,44350236,-1.1,NA,1657315456
2305,220302_Std_4uMStdsMix2InH2O_1,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2306,220302_Std_4uMStdsMix2InH2O_2,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2307,220302_Std_4uMStdsMix2InMatrix_1,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2308,220302_Std_4uMStdsMix2InMatrix_2,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2309,220302_Std_H2OinMatrix_1,Orotic acid,7.11,562744,0,167644,-0.8,blank_flag,NA
2310,220302_Std_H2OinMatrix_2,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2311,220302_Poo_TruePooBacteria_Full1,Orotic acid,7.24,1192579,0,239173,-0.3,blank_flag,NA
2312,220302_Poo_TruePooBacteria_Full2,Orotic acid,7.05,834714,0,147116,-0.7,blank_flag,NA
2313,220302_Poo_TruePooBacteria_Full3,Orotic acid,6.63,911295,0,189374,-0.3,blank_flag,NA
2314,220302_Poo_TruePooBacteria_Half1,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2315,220302_Poo_TruePooBacteria_Half2,Orotic acid,6.77,300166,0,62770,-0.3,blank_flag,NA
2316,220302_Poo_TruePooBacteria_Half3,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2317,220302_Smp_MQBlk1_A,Orotic acid,6.68,NA,0,0,NA,NA,NA
2318,220302_Smp_MQBlk1_B,Orotic acid,7.36,100636,0,60223,-1.2,blank_flag,NA
2319,220302_Smp_MQBlk1_C,Orotic acid,7.38,800361,0,154321,-1,blank_flag,NA
2320,220302_Smp_MQBlk2_A,Orotic acid,6.99,1483836,0,262723,-0.6,blank_flag,NA
2321,220302_Smp_MQBlk2_B,Orotic acid,6.07,678183,0,135002,-0.3,blank_flag,NA
2322,220302_Smp_MQBlk2_C,Orotic acid,6.19,707676,0,136214,-0.3,blank_flag,NA
2323,220302_Smp_MQBlk3_A,Orotic acid,6.68,NA,0,0,NA,NA,NA
2324,220302_Smp_MQBlk3_B,Orotic acid,6.34,NA,0,0,NA,NA,NA
2325,220302_Smp_MQBlk3_C,Orotic acid,6.1,NA,0,0,NA,NA,NA
2326,220302_Smp_SupernatBlk_1,Orotic acid,5.7,673858,0,385544,0,blank_flag,NA
2327,220302_Smp_SupernatBlk_2,Orotic acid,5.96,638356,0,176506,-0.4,blank_flag,NA
2328,220302_Smp_SupernatBlk_3,Orotic acid,6.07,124340,0,95396,-0.4,blank_flag,NA
2329,220302_Smp_SWBlk_1,Orotic acid,6.77,NA,0,0,NA,NA,NA
2330,220302_Smp_SWBlk_2,Orotic acid,6.8,542761,0,159188,-0.6,blank_flag,NA
2331,220302_Smp_SWBlk_3,Orotic acid,7.2,354006,0,123023,-0.2,blank_flag,NA
2332,220302_Smp_OBi1_1,Orotic acid,7.2,1506841,0,165547,0,blank_flag,NA
2333,220302_Smp_OBi1_2,Orotic acid,5.97,1283255,0,179470,0,blank_flag,NA
2334,220302_Smp_OBi1_3,Orotic acid,5.83,448081,0,137123,-1,blank_flag,NA
2335,220302_Smp_OBi1_4,Orotic acid,6.76,399802,0,148789,0,blank_flag,NA
2336,220302_Smp_OBi1_5,Orotic acid,3.82,102706,0,93033,-0.3,blank_flag,NA
2337,220302_Smp_OBi1_6,Orotic acid,6.59,827726,0,183420,-0.8,blank_flag,NA
2338,220302_Smp_OBi1_7,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2339,220302_Smp_OBi1_8,Orotic acid,7.14,2267121,0,185210,-0.8,NA,2267121
2340,220302_Smp_OBi1_9,Orotic acid,3.4,67609,0,38648,3.4,"rt_flag, blank_flag",NA
2341,220302_Smp_OBi1small_1,Orotic acid,7.34,3712998,0,241366,-0.2,NA,3712998
2342,220302_Smp_OBi1small_2,Orotic acid,6.57,2976024,0,365893,-1,NA,2976024
2343,220302_Smp_OBi1small_3,Orotic acid,NA,NA,NA,NA,NA,NA,NA
2344,220302_Smp_OBi1small_4,Orotic acid,6.19,374406,0,141279,-0.6,blank_flag,NA
2345,220302_Smp_RWi2_1,Orotic acid,3.94,119377,0,84274,0.2,blank_flag,NA
2346,220302_Smp_RWi2_2,Orotic acid,5.92,220757,0,101215,-1.5,blank_flag,NA
2347,220302_Smp_RWi2_3,Orotic acid,6.23,1405437,0,252550,-0.7,blank_flag,NA
2348,220302_Smp_RWi2_4,Orotic acid,6.61,990948,0,131202,-0.2,blank_flag,NA
2349,220302_Smp_RWi2_5,Orotic acid,7.17,2193154,0,233676,-1,blank_flag,NA
2350,220302_Smp_RWi2_6,Orotic acid,6.71,272228,0,125543,-0.4,blank_flag,NA
2351,220302_Std_4uMStdsMix1InH2O_1,Oxalic acid,14.18,35053844,0,2480103,-4.3,blank_flag,NA
2352,220302_Std_4uMStdsMix1InH2O_2,Oxalic acid,13.62,187769632,2140287,10108440,-3.7,blank_flag,NA
2353,220302_Std_4uMStdsMix1InMatrix_1,Oxalic acid,14.2,77004824,0,6907330,-4,blank_flag,NA
2354,220302_Std_4uMStdsMix1InMatrix_2,Oxalic acid,13.63,201384592,20952664,17306206,-3.9,blank_flag,NA
2355,220302_Std_4uMStdsMix2InH2O_1,Oxalic acid,14.14,10580803,0,522440,-4.2,blank_flag,NA
2356,220302_Std_4uMStdsMix2InH2O_2,Oxalic acid,13.62,54466568,0,1340531,-4.5,blank_flag,NA
2357,220302_Std_4uMStdsMix2InMatrix_1,Oxalic acid,14.2,38040552,0,3070211,-4,blank_flag,NA
2358,220302_Std_4uMStdsMix2InMatrix_2,Oxalic acid,13.6,103110640,8060171,7170296,-4,blank_flag,NA
2359,220302_Std_H2OinMatrix_1,Oxalic acid,14.24,34483840,0,2565737,-4.3,blank_flag,NA
2360,220302_Std_H2OinMatrix_2,Oxalic acid,13.65,106398816,9037740,7902127,-4.2,blank_flag,NA
2361,220302_Poo_TruePooBacteria_Full1,Oxalic acid,14.1,57801912,5413391,7669082,-3.5,blank_flag,NA
2362,220302_Poo_TruePooBacteria_Full2,Oxalic acid,13.89,63920880,2532841,5217587,-3.9,blank_flag,NA
2363,220302_Poo_TruePooBacteria_Full3,Oxalic acid,13.73,131105848,16493285,10360192,-3.9,blank_flag,NA
2364,220302_Poo_TruePooBacteria_Half1,Oxalic acid,14.09,43105016,0,3143673,-3.5,blank_flag,NA
2365,220302_Poo_TruePooBacteria_Half2,Oxalic acid,13.87,42680036,0,2789482,-4,blank_flag,NA
2366,220302_Poo_TruePooBacteria_Half3,Oxalic acid,13.73,96678392,20182276,6614447,-4,blank_flag,NA
2367,220302_Smp_MQBlk1_A,Oxalic acid,14.17,55809864,0,4603011,-4.4,blank_flag,NA
2368,220302_Smp_MQBlk1_B,Oxalic acid,14.15,86623424,5310541,8389367,-4.4,blank_flag,NA
2369,220302_Smp_MQBlk1_C,Oxalic acid,14.15,114778152,1551155,13053343,-3.7,blank_flag,NA
2370,220302_Smp_MQBlk2_A,Oxalic acid,13.87,52376500,0,3751457,-3.7,blank_flag,NA
2371,220302_Smp_MQBlk2_B,Oxalic acid,13.89,42958832,0,2643514,-3.6,blank_flag,NA
2372,220302_Smp_MQBlk2_C,Oxalic acid,13.87,54676076,0,3290776,-3.5,blank_flag,NA
2373,220302_Smp_MQBlk3_A,Oxalic acid,13.7,95291816,961862,5474295,-3.4,blank_flag,NA
2374,220302_Smp_MQBlk3_B,Oxalic acid,13.68,148612720,0,9466760,-3.7,blank_flag,NA
2375,220302_Smp_MQBlk3_C,Oxalic acid,13.7,143010752,15532266,10863103,-4,blank_flag,NA
2376,220302_Smp_SupernatBlk_1,Oxalic acid,13.93,40484320,0,2847687,-3.2,blank_flag,NA
2377,220302_Smp_SupernatBlk_2,Oxalic acid,13.83,74692664,11331045,5184710,-4.2,blank_flag,NA
2378,220302_Smp_SupernatBlk_3,Oxalic acid,13.76,115827560,3540417,8673570,-3.8,blank_flag,NA
2379,220302_Smp_SWBlk_1,Oxalic acid,14.1,31973732,0,2835715,-3.3,blank_flag,NA
2380,220302_Smp_SWBlk_2,Oxalic acid,13.92,51464672,0,3650352,-3.8,blank_flag,NA
2381,220302_Smp_SWBlk_3,Oxalic acid,14.09,50080672,0,5014264,-3.6,blank_flag,NA
2382,220302_Smp_OBi1_1,Oxalic acid,13.88,147772256,8672569,13232017,-3.4,blank_flag,NA
2383,220302_Smp_OBi1_2,Oxalic acid,13.76,78901464,4115948,4612413,-3.4,blank_flag,NA
2384,220302_Smp_OBi1_3,Oxalic acid,13.71,108605016,12700108,7531906,-4,blank_flag,NA
2385,220302_Smp_OBi1_4,Oxalic acid,13.92,32628500,0,2374805,-3.7,blank_flag,NA
2386,220302_Smp_OBi1_5,Oxalic acid,14.09,59023604,0,5973922,-3.7,blank_flag,NA
2387,220302_Smp_OBi1_6,Oxalic acid,13.92,56155092,2086653,4385453,-3.5,blank_flag,NA
2388,220302_Smp_OBi1_7,Oxalic acid,13.79,116286400,9415253,7314298,-3.2,blank_flag,NA
2389,220302_Smp_OBi1_8,Oxalic acid,13.85,69329496,0,5110699,-3.6,blank_flag,NA
2390,220302_Smp_OBi1_9,Oxalic acid,13.81,132349848,536135,9204505,-3.4,blank_flag,NA
2391,220302_Smp_OBi1small_1,Oxalic acid,14.15,47176484,180649,4136951,-3.2,blank_flag,NA
2392,220302_Smp_OBi1small_2,Oxalic acid,13.81,98307136,0,6877366,-3.9,blank_flag,NA
2393,220302_Smp_OBi1small_3,Oxalic acid,14.03,37641108,0,3160042,-4.2,blank_flag,NA
2394,220302_Smp_OBi1small_4,Oxalic acid,13.82,186466608,13397410,15707673,-3.7,blank_flag,NA
2395,220302_Smp_RWi2_1,Oxalic acid,14.14,45487188,0,4764070,-3.9,blank_flag,NA
2396,220302_Smp_RWi2_2,Oxalic acid,13.78,146543680,8656891,10630697,-3.1,blank_flag,NA
2397,220302_Smp_RWi2_3,Oxalic acid,13.78,101699832,0,6214522,-4.2,blank_flag,NA
2398,220302_Smp_RWi2_4,Oxalic acid,13.83,162584144,11735835,12807430,-3.9,blank_flag,NA
2399,220302_Smp_RWi2_5,Oxalic acid,13.97,37584124,0,3133550,-4,blank_flag,NA
2400,220302_Smp_RWi2_6,Oxalic acid,14,22915432,0,1911111,-3.6,blank_flag,NA
2401,220302_Std_4uMStdsMix1InH2O_1,Phosphoenolpyruvic acid,14.37,25146948,0,1829688,-1,NA,25146948
2402,220302_Std_4uMStdsMix1InH2O_2,Phosphoenolpyruvic acid,14.09,79467712,0,5464365,-0.5,NA,79467712
2403,220302_Std_4uMStdsMix1InMatrix_1,Phosphoenolpyruvic acid,14.31,43064180,0,4805496,-0.6,NA,43064180
2404,220302_Std_4uMStdsMix1InMatrix_2,Phosphoenolpyruvic acid,14.12,73820976,0,5717245,-0.6,NA,73820976
2405,220302_Std_4uMStdsMix2InH2O_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2406,220302_Std_4uMStdsMix2InH2O_2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2407,220302_Std_4uMStdsMix2InMatrix_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2408,220302_Std_4uMStdsMix2InMatrix_2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2409,220302_Std_H2OinMatrix_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2410,220302_Std_H2OinMatrix_2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2411,220302_Poo_TruePooBacteria_Full1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2412,220302_Poo_TruePooBacteria_Full2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2413,220302_Poo_TruePooBacteria_Full3,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2414,220302_Poo_TruePooBacteria_Half1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2415,220302_Poo_TruePooBacteria_Half2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2416,220302_Poo_TruePooBacteria_Half3,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2417,220302_Smp_MQBlk1_A,Phosphoenolpyruvic acid,14.57,92515,0,68064,-2.4,blank_flag,NA
2418,220302_Smp_MQBlk1_B,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2419,220302_Smp_MQBlk1_C,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2420,220302_Smp_MQBlk2_A,Phosphoenolpyruvic acid,13.67,138791,0,97970,0,blank_flag,NA
2421,220302_Smp_MQBlk2_B,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2422,220302_Smp_MQBlk2_C,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2423,220302_Smp_MQBlk3_A,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2424,220302_Smp_MQBlk3_B,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2425,220302_Smp_MQBlk3_C,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2426,220302_Smp_SupernatBlk_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2427,220302_Smp_SupernatBlk_2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2428,220302_Smp_SupernatBlk_3,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2429,220302_Smp_SWBlk_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2430,220302_Smp_SWBlk_2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2431,220302_Smp_SWBlk_3,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2432,220302_Smp_OBi1_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2433,220302_Smp_OBi1_2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2434,220302_Smp_OBi1_3,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2435,220302_Smp_OBi1_4,Phosphoenolpyruvic acid,13.07,71010,0,69019,0.7,blank_flag,NA
2436,220302_Smp_OBi1_5,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2437,220302_Smp_OBi1_6,Phosphoenolpyruvic acid,13.55,101199,0,82965,-0.2,blank_flag,NA
2438,220302_Smp_OBi1_7,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2439,220302_Smp_OBi1_8,Phosphoenolpyruvic acid,12.95,122179,0,120026,2.6,blank_flag,NA
2440,220302_Smp_OBi1_9,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2441,220302_Smp_OBi1small_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2442,220302_Smp_OBi1small_2,Phosphoenolpyruvic acid,13.42,18257,0,12971,3.2,"areamin_flag, blank_flag",NA
2443,220302_Smp_OBi1small_3,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2444,220302_Smp_OBi1small_4,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2445,220302_Smp_RWi2_1,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2446,220302_Smp_RWi2_2,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2447,220302_Smp_RWi2_3,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2448,220302_Smp_RWi2_4,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2449,220302_Smp_RWi2_5,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2450,220302_Smp_RWi2_6,Phosphoenolpyruvic acid,NA,NA,NA,NA,NA,NA,NA
2451,220302_Std_4uMStdsMix1InH2O_1,3-Phosphoglycerate,13.97,75165688,0,4701299,-0.5,NA,75165688
2452,220302_Std_4uMStdsMix1InH2O_2,3-Phosphoglycerate,13.63,139694704,0,7628846,0.6,NA,139694704
2453,220302_Std_4uMStdsMix1InMatrix_1,3-Phosphoglycerate,13.98,71124816,0,3931500,0,NA,71124816
2454,220302_Std_4uMStdsMix1InMatrix_2,3-Phosphoglycerate,13.66,124353960,0,6916457,0.5,NA,124353960
2455,220302_Std_4uMStdsMix2InH2O_1,3-Phosphoglycerate,13.95,25144738,0,1835348,-0.2,NA,25144738
2456,220302_Std_4uMStdsMix2InH2O_2,3-Phosphoglycerate,13.63,43743680,0,2443223,0.3,NA,43743680
2457,220302_Std_4uMStdsMix2InMatrix_1,3-Phosphoglycerate,13.98,21897330,0,1344032,0.3,NA,21897330
2458,220302_Std_4uMStdsMix2InMatrix_2,3-Phosphoglycerate,13.69,44907256,0,2074267,0.7,NA,44907256
2459,220302_Std_H2OinMatrix_1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2460,220302_Std_H2OinMatrix_2,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2461,220302_Poo_TruePooBacteria_Full1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2462,220302_Poo_TruePooBacteria_Full2,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2463,220302_Poo_TruePooBacteria_Full3,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2464,220302_Poo_TruePooBacteria_Half1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2465,220302_Poo_TruePooBacteria_Half2,3-Phosphoglycerate,13.86,107027,0,68772,0.4,NA,107027
2466,220302_Poo_TruePooBacteria_Half3,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2467,220302_Smp_MQBlk1_A,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2468,220302_Smp_MQBlk1_B,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2469,220302_Smp_MQBlk1_C,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2470,220302_Smp_MQBlk2_A,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2471,220302_Smp_MQBlk2_B,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2472,220302_Smp_MQBlk2_C,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2473,220302_Smp_MQBlk3_A,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2474,220302_Smp_MQBlk3_B,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2475,220302_Smp_MQBlk3_C,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2476,220302_Smp_SupernatBlk_1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2477,220302_Smp_SupernatBlk_2,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2478,220302_Smp_SupernatBlk_3,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2479,220302_Smp_SWBlk_1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2480,220302_Smp_SWBlk_2,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2481,220302_Smp_SWBlk_3,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2482,220302_Smp_OBi1_1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2483,220302_Smp_OBi1_2,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2484,220302_Smp_OBi1_3,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2485,220302_Smp_OBi1_4,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2486,220302_Smp_OBi1_5,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2487,220302_Smp_OBi1_6,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2488,220302_Smp_OBi1_7,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2489,220302_Smp_OBi1_8,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2490,220302_Smp_OBi1_9,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2491,220302_Smp_OBi1small_1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2492,220302_Smp_OBi1small_2,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2493,220302_Smp_OBi1small_3,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2494,220302_Smp_OBi1small_4,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2495,220302_Smp_RWi2_1,3-Phosphoglycerate,NA,NA,NA,NA,NA,NA,NA
2496,220302_Smp_RWi2_2,3-Phosphoglycerate,13.8,81231,0,43511,3.6,NA,81231
