assembly,core.catab.path
GCF_004349375.1,No
GCF_004358695.1,Yes
GCF_004363555.1,No
GCF_004363665.1,No
GCF_004364805.1,No
GCF_004365255.1,No
GCF_004519745.1,No
GCF_004522045.1,Yes
GCF_004524855.1,Yes
GCF_004535885.1,Yes
GCF_004551525.1,No
GCF_004614155.1,No
GCF_004614175.1,Yes
GCF_004681185.1,No
GCF_004761875.1,Yes
GCF_004764445.1,No
GCF_004764665.1,No
GCF_004785685.1,No
GCF_004792665.1,No
GCF_004798905.1,Yes
GCF_004804335.1,No
GCF_004959845.1,No
GCF_004959855.1,No
GCF_004962315.1,Yes
GCF_004962575.1,Yes
GCF_004963255.1,Yes
GCF_004964505.1,No
GCF_005144905.1,Yes
GCF_005145745.1,No
GCF_005145765.1,No
GCF_005145775.1,No
GCF_005145785.1,No
GCF_005145845.1,No
GCF_005145855.1,No
GCF_005145865.1,No
GCF_005145885.1,No
GCF_005145915.1,Yes
GCF_005145945.1,Yes
GCF_005146325.1,No
GCF_005146345.1,Yes
GCF_005146365.1,Yes
GCF_005146375.1,No
GCF_005146405.1,No
GCF_005146415.1,No
GCF_005146425.1,No
GCF_005146445.1,No
GCF_005146485.1,No
GCF_005146495.1,No
GCF_005146515.1,No
GCF_005146525.1,No
GCF_005146545.1,No
GCF_005146585.1,No
GCF_005146605.1,No
GCF_005146615.1,No
GCF_005146635.1,No
GCF_005146675.1,No
GCF_005146695.1,No
GCF_005146725.1,No
GCF_005146755.1,No
GCF_005146775.1,Yes
GCF_005146815.1,No
GCF_005146825.1,No
GCF_005146845.1,No
GCF_005146875.1,No
GCF_005146895.1,No
GCF_005146915.1,No
GCF_005166255.1,Yes
GCF_005281815.1,No
GCF_005281825.1,Yes
GCF_005281835.1,Yes
GCF_005298175.1,No
GCF_005434965.1,Yes
GCF_005502555.1,No
GCF_005518135.1,Yes
GCF_005576615.1,No
GCF_005771405.1,Yes
GCF_005780185.1,No
GCF_005871125.1,Yes
GCF_005871205.1,No
GCF_005887595.1,Yes
GCF_005930545.1,Yes
GCF_005930605.1,Yes
GCF_005937845.2,No
GCF_005938215.1,Yes
GCF_006094435.1,Yes
GCF_006124875.1,No
GCF_006125005.1,No
GCF_006125015.1,Yes
GCF_006148955.1,Yes
GCF_006151825.1,No
GCF_006368365.1,No
GCF_006368625.1,No
GCF_006368785.1,No
GCF_006368815.1,No
GCF_006369055.1,No
GCF_006369095.1,No
GCF_006369105.1,No
GCF_006369195.1,No
GCF_006369355.1,No
GCF_006369365.1,No
GCF_006369375.1,No
GCF_006369425.1,No
GCF_006369475.1,No
GCF_006369565.1,No
GCF_006369655.1,No
GCF_006370775.1,No
GCF_006371265.1,No
GCF_006371395.1,No
GCF_006371795.1,No
GCF_006371845.1,No
GCF_006371915.1,No
GCF_006372535.1,No
GCF_006373015.1,No
GCF_006373115.1,No
GCF_006373195.1,No
GCF_006373315.1,No
GCF_006373325.1,No
GCF_006373495.1,No
GCF_006373635.1,No
GCF_006373705.1,No
GCF_006373735.1,No
GCF_006373775.1,No
GCF_006373935.1,No
GCF_006373955.1,No
GCF_006373975.1,No
GCF_006374035.1,No
GCF_006374045.1,No
GCF_006374075.1,No
GCF_006374135.1,No
GCF_006374375.1,No
GCF_006374585.1,No
GCF_006374665.1,No
GCF_006374675.1,No
GCF_006374775.1,No
GCF_006374875.1,No
GCF_006374895.1,No
GCF_006374915.1,No
GCF_006375335.1,No
GCF_006376745.1,No
GCF_006376775.1,Yes
GCF_006377105.1,No
GCF_006377195.1,No
GCF_006377225.1,No
GCF_006377285.1,No
GCF_006377345.1,No
GCF_006377545.1,No
GCF_006378635.1,No
GCF_006378795.1,No
GCF_006378865.1,No
GCF_006378955.1,No
GCF_006439355.1,No
GCF_006439375.1,No
GCF_006439495.1,No
GCF_006439555.1,No
GCF_006439595.1,No
GCF_006439635.1,No
GCF_006440575.1,No
GCF_006440735.1,No
GCF_006440775.1,No
GCF_006440815.1,No
GCF_006442775.1,No
GCF_006442815.1,No
GCF_006442965.1,No
GCF_006443065.1,No
GCF_006443075.1,No
GCF_006538425.1,Yes
GCF_006538985.1,No
GCF_006540005.1,Yes
GCF_006715545.1,No
GCF_006716015.1,No
GCF_006740765.1,Yes
GCF_007004645.1,Yes
GCF_007004665.1,Yes
GCF_007049805.1,No
GCF_007182835.1,No
GCF_007197555.1,Yes
GCF_007197645.1,Yes
GCF_007279645.1,Yes
GCF_007474605.1,No
GCF_007671675.1,No
GCF_007786215.1,No
GCF_007827675.1,No
GCF_007827695.1,No
GCF_007827705.1,No
GCF_007827735.1,No
GCF_007827875.1,No
GCF_007828565.1,No
GCF_007828595.1,No
GCF_007828805.1,No
GCF_007829635.1,No
GCF_007830625.1,Yes
GCF_007833635.1,No
GCF_007858795.1,No
GCF_007858805.1,No
GCF_007858815.1,No
GCF_007858825.1,No
GCF_007858835.1,No
GCF_007858895.1,No
GCF_007858905.1,No
GCF_007858925.1,No
GCF_007923355.1,Yes
GCF_007923445.1,No
GCF_007954275.1,No
GCF_007990935.1,Yes
GCF_007991155.1,No
GCF_007993865.1,Yes
GCF_007997305.1,Yes
GCF_008039225.1,No
GCF_008122525.1,No
GCF_008124495.1,No
GCF_008271565.1,Yes
GCF_008271735.1,No
GCF_008369105.1,No
GCF_008369115.1,Yes
GCF_008369225.1,Yes
GCF_008369245.1,Yes
GCF_008369335.1,No
GCF_008630635.1,Yes
GCF_008638035.1,No
GCF_008692745.1,No
GCF_008711325.1,Yes
GCF_008711465.1,Yes
GCF_008756925.1,No
GCF_008756975.1,No
GCF_008795935.1,No
GCF_008801285.1,No
GCF_008801295.1,No
GCF_008801375.1,No
GCF_008807375.1,Yes
GCF_008807675.1,Yes
GCF_008824165.1,Yes
GCF_008921745.1,Yes
GCF_008931805.1,No
GCF_008933155.1,No
GCF_008933605.1,Yes
GCF_009184395.1,No
GCF_009184745.1,No
GCF_009193265.1,No
GCF_009208055.1,No
GCF_009208075.1,No
GCF_009208095.1,No
GCF_009361695.1,No
GCF_009362845.1,No
GCF_009363355.1,No
GCF_009363415.1,No
GCF_009363455.1,No
GCF_009363615.1,Yes
GCF_009377275.1,Yes
GCF_009391885.1,No
GCF_009455635.1,No
GCF_009496005.1,Yes
GCF_009599705.1,No
GCF_009599775.1,No
GCF_009599825.1,No
GCF_009599855.1,No
GCF_009599905.1,No
GCF_009599925.1,No
GCF_009599935.1,No
GCF_009599955.1,No
GCF_009601185.1,No
GCF_009601285.1,No
GCF_009601295.1,No
GCF_009601305.1,No
GCF_009601495.1,No
GCF_009601525.1,No
GCF_009601615.1,No
GCF_009601655.1,No
GCF_009601765.2,Yes
GCF_009617595.1,No
GCF_009649225.1,Yes
GCF_009651005.1,No
GCF_009662095.1,No
GCF_009664835.1,No
GCF_009665315.1,No
GCF_009665435.1,No
GCF_009669325.1,Yes
GCF_009674635.1,Yes
GCF_009676865.1,No
GCF_009708195.1,No
GCF_009711185.1,Yes
GCF_009711355.1,Yes
GCF_009711415.1,No
GCF_009711445.1,Yes
GCF_009711895.1,Yes
GCF_009725675.1,Yes
GCF_009746605.1,Yes
GCF_009753675.1,Yes
GCF_009761815.1,No
GCF_009763025.1,No
GCF_009763085.1,Yes
GCF_009763745.1,Yes
GCF_009763845.1,Yes
GCF_009764265.1,No
GCF_009765655.1,Yes
GCF_009765995.1,Yes
GCF_009766085.1,No
GCF_009793355.1,No
GCF_009805925.1,Yes
GCF_009811795.1,No
GCF_009856225.1,No
GCF_009856295.1,No
GCF_009857245.1,No
GCF_009861525.1,No
GCF_009883655.1,No
GCF_009883895.1,No
GCF_009897645.1,No
GCF_009904715.1,Yes
GCF_009904725.1,No
GCF_009904765.1,No
GCF_009904805.1,No
GCF_009904845.1,No
GCF_009904855.1,No
GCF_009905395.1,No
GCF_009905435.1,No
GCF_009906085.1,No
GCF_009906175.1,No
GCF_009906185.1,No
GCF_009906235.1,No
GCF_009908205.1,Yes
GCF_009908285.1,Yes
GCF_009908315.1,Yes
GCF_009910445.1,No
GCF_009910675.1,Yes
GCF_009925085.1,Yes
GCF_009991855.1,No
GCF_009991885.1,No
GCF_010092875.1,Yes
GCF_010095445.2,No
GCF_010179695.1,No
GCF_010500245.1,No
GCF_010548145.1,No
GCF_010994755.1,No
GCF_011045095.1,Yes
GCF_011049865.1,No
GCF_011050585.1,Yes
GCF_011059185.1,Yes
GCF_011212705.1,No
GCF_011326755.1,Yes
GCF_011355085.1,No
GCF_011378715.1,No
GCF_011493005.1,No
GCF_011601345.1,No
GCF_011750655.1,No
GCF_011750675.1,No
GCF_011801435.1,Yes
GCF_011801455.1,No
GCF_011806535.1,No
GCF_011813015.1,Yes
GCF_012274965.1,Yes
GCF_012275085.1,No
GCF_012275705.1,No
GCF_012647205.1,No
GCF_012927345.1,Yes
GCF_012952265.1,No
GCF_012955645.1,Yes
GCF_012956055.1,No
GCF_012986065.1,No
GCF_012986115.1,No
GCF_013002825.1,No
GCF_013030165.1,Yes
GCF_013030225.1,No
GCF_013030235.1,Yes
GCF_013030285.1,Yes
GCF_013030305.1,Yes
GCF_013030325.1,Yes
GCF_013030985.1,Yes
GCF_013031015.1,Yes
GCF_013031165.1,Yes
GCF_013031175.1,Yes
GCF_013031185.1,Yes
GCF_013031225.1,Yes
GCF_013031245.1,Yes
GCF_013031295.1,Yes
GCF_013031325.1,Yes
GCF_013031345.1,Yes
GCF_013031355.1,Yes
GCF_013031405.1,Yes
GCF_013031565.1,No
GCF_013031985.1,Yes
GCF_013032005.1,Yes
GCF_013032025.1,Yes
GCF_013032035.1,Yes
GCF_013032145.1,Yes
GCF_013032185.1,Yes
GCF_013032225.1,Yes
GCF_013032265.1,Yes
GCF_013032455.1,Yes
GCF_013032505.1,Yes
GCF_013032525.1,Yes
GCF_013032575.1,Yes
GCF_013032735.1,No
GCF_013032765.1,No
GCF_013032825.1,Yes
GCF_013032845.1,Yes
GCF_013032855.1,No
GCF_013032875.1,Yes
GCF_013032925.1,Yes
GCF_013032945.1,Yes
GCF_013033125.1,Yes
GCF_013033185.1,Yes
GCF_013033235.1,Yes
GCF_013033245.1,Yes
GCF_013033425.1,Yes
GCF_013033465.1,Yes
GCF_013033475.1,Yes
GCF_013033505.1,No
GCF_013033515.1,Yes
GCF_013033705.1,Yes
GCF_013033965.1,Yes
GCF_013034145.1,Yes
GCF_013034165.1,Yes
GCF_013034175.1,Yes
GCF_013034245.1,Yes
GCF_013034425.1,Yes
GCF_013034445.1,Yes
GCF_013034465.1,Yes
GCF_013034475.1,No
GCF_013034485.1,Yes
GCF_013034525.1,Yes
GCF_013034545.1,Yes
GCF_013034565.1,Yes
GCF_013034585.1,Yes
GCF_013034595.1,Yes
GCF_013034605.1,Yes
GCF_013034685.1,No
GCF_013034745.1,No
GCF_013035025.1,Yes
GCF_013035045.1,Yes
GCF_013035055.1,Yes
GCF_013035065.1,Yes
GCF_013035085.1,Yes
GCF_013035125.1,Yes
GCF_013035145.1,Yes
GCF_013035165.1,Yes
GCF_013035175.1,Yes
GCF_013035185.1,Yes
GCF_013035225.1,Yes
GCF_013035235.1,Yes
GCF_013035265.1,Yes
GCF_013035305.1,Yes
GCF_013035315.1,Yes
GCF_013035375.1,Yes
GCF_013035425.1,Yes
GCF_013035475.1,No
GCF_013035585.1,No
GCF_013035625.1,Yes
GCF_013035825.1,No
GCF_013048495.1,No
GCF_013048515.1,No
GCF_013048535.1,Yes
GCF_013048545.1,Yes
GCF_013048605.1,Yes
GCF_013048625.1,No
GCF_013048645.1,Yes
GCF_013074385.2,Yes
GCF_013106695.1,Yes
GCF_013106705.1,Yes
GCF_013106735.1,Yes
GCF_013106745.1,Yes
GCF_013106795.1,Yes
GCF_013106815.1,Yes
GCF_013106825.1,Yes
GCF_013106855.1,Yes
GCF_013106865.1,Yes
GCF_013106895.1,Yes
GCF_013106915.1,Yes
GCF_013106925.1,Yes
GCF_013106955.1,Yes
GCF_013106965.1,Yes
GCF_013106975.1,Yes
GCF_013107015.1,Yes
GCF_013107025.1,Yes
GCF_013107035.1,Yes
GCF_013107045.1,Yes
GCF_013107095.1,Yes
GCF_013107115.1,Yes
GCF_013107125.1,Yes
GCF_013107135.1,Yes
GCF_013107175.1,Yes
GCF_013107185.1,Yes
GCF_013107215.1,Yes
GCF_013107235.1,Yes
GCF_013107245.1,Yes
GCF_013107255.1,Yes
GCF_013107265.1,Yes
GCF_013107315.1,Yes
GCF_013107335.1,Yes
GCF_013107345.1,Yes
GCF_013107375.1,Yes
GCF_013107385.1,Yes
GCF_013107415.1,Yes
GCF_013107425.1,Yes
GCF_013107445.1,Yes
GCF_013107475.1,Yes
GCF_013107485.1,Yes
GCF_013107495.1,Yes
GCF_013107515.1,Yes
GCF_013107555.1,Yes
GCF_013107575.1,Yes
GCF_013107595.1,Yes
GCF_013107605.1,Yes
GCF_013107615.1,Yes
GCF_013107635.1,Yes
GCF_013107675.1,Yes
GCF_013107685.1,Yes
GCF_013107715.1,Yes
GCF_013107735.1,Yes
GCF_013107745.1,Yes
GCF_013107775.1,Yes
GCF_013107795.1,Yes
GCF_013107805.1,Yes
GCF_013107835.1,Yes
GCF_013107845.1,Yes
GCF_013107855.1,Yes
GCF_013107895.1,Yes
GCF_013107905.1,Yes
GCF_013107925.1,Yes
GCF_013107935.1,Yes
GCF_013107955.1,Yes
GCF_013107995.1,Yes
GCF_013108005.1,Yes
GCF_013108015.1,Yes
GCF_013108055.1,Yes
GCF_013108065.1,Yes
GCF_013108095.1,Yes
GCF_013108115.1,Yes
GCF_013108135.1,Yes
GCF_013108145.1,Yes
GCF_013108165.1,Yes
GCF_013108195.1,Yes
GCF_013108215.1,Yes
GCF_013108225.1,Yes
GCF_013108255.1,Yes
GCF_013108265.1,Yes
GCF_013108275.1,Yes
GCF_013108315.1,Yes
GCF_013108325.1,Yes
GCF_013108345.1,Yes
GCF_013108375.1,Yes
GCF_013108395.1,Yes
GCF_013108405.1,Yes
GCF_013108435.1,Yes
GCF_013108445.1,Yes
GCF_013108455.1,Yes
GCF_013108495.1,Yes
GCF_013108505.1,Yes
GCF_013108525.1,Yes
GCF_013108535.1,Yes
GCF_013108555.1,Yes
GCF_013108595.1,Yes
GCF_013108615.1,Yes
GCF_013108625.1,Yes
GCF_013108635.1,Yes
GCF_013108645.1,Yes
GCF_013108695.1,Yes
GCF_013108715.1,Yes
GCF_013108735.1,Yes
GCF_013108745.1,Yes
GCF_013108765.1,Yes
GCF_013108795.1,Yes
GCF_013108805.1,Yes
GCF_013108825.1,Yes
GCF_013108835.1,Yes
GCF_013108845.1,Yes
GCF_013108895.1,Yes
GCF_013108905.1,Yes
GCF_013108925.1,Yes
GCF_013108935.1,Yes
GCF_013108955.1,Yes
GCF_013108995.1,Yes
GCF_013109015.1,Yes
GCF_013109025.1,Yes
GCF_013109055.1,Yes
GCF_013109065.1,Yes
GCF_013109085.1,Yes
GCF_013109115.1,Yes
GCF_013109125.1,Yes
GCF_013109145.1,Yes
GCF_013109175.1,Yes
GCF_013109195.1,Yes
GCF_013109215.1,Yes
GCF_013109235.1,Yes
GCF_013109265.1,Yes
GCF_013109295.1,Yes
GCF_013109315.1,Yes
GCF_013109335.1,Yes
GCF_013109345.1,Yes
GCF_013109375.1,Yes
GCF_013109385.1,Yes
GCF_013109415.1,Yes
GCF_013109425.1,Yes
GCF_013109435.1,Yes
GCF_013109475.1,Yes
GCF_013109485.1,Yes
GCF_013109515.1,Yes
GCF_013109525.1,Yes
GCF_013109545.1,Yes
GCF_013109575.1,Yes
GCF_013109585.1,Yes
GCF_013109615.1,Yes
GCF_013109635.1,Yes
GCF_013109645.1,Yes
GCF_013109675.1,Yes
GCF_013109685.1,Yes
GCF_013109715.1,Yes
GCF_013109735.1,Yes
GCF_013109755.1,Yes
GCF_013109775.1,Yes
GCF_013109795.1,Yes
GCF_013109805.1,Yes
GCF_013109825.1,Yes
GCF_013109855.1,Yes
GCF_013109865.1,Yes
GCF_013109895.1,Yes
GCF_013109905.1,Yes
GCF_013109915.1,Yes
GCF_013109955.1,Yes
GCF_013109965.1,Yes
GCF_013109995.1,Yes
GCF_013110005.1,Yes
GCF_013110035.1,Yes
GCF_013110045.1,Yes
GCF_013110065.1,Yes
GCF_013110095.1,Yes
GCF_013110105.1,Yes
GCF_013110125.1,Yes
GCF_013110155.1,Yes
GCF_013110175.1,Yes
GCF_013110185.1,Yes
GCF_013110205.1,Yes
GCF_013110225.1,Yes
GCF_013110245.1,Yes
GCF_013110275.1,Yes
GCF_013110295.1,Yes
GCF_013110305.1,Yes
GCF_013110315.1,Yes
GCF_013110325.1,Yes
GCF_013110375.1,Yes
GCF_013110395.1,Yes
GCF_013110405.1,Yes
GCF_013110415.1,Yes
GCF_013110435.1,Yes
GCF_013110475.1,Yes
GCF_013110485.1,Yes
GCF_013110495.1,Yes
GCF_013110515.1,Yes
GCF_013110545.1,Yes
GCF_013110575.1,Yes
GCF_013110585.1,Yes
GCF_013110595.1,Yes
GCF_013110635.1,Yes
GCF_013110645.1,Yes
GCF_013110675.1,Yes
GCF_013110685.1,Yes
GCF_013110705.1,Yes
GCF_013110715.1,Yes
GCF_013110755.1,Yes
GCF_013110775.1,Yes
GCF_013110795.1,Yes
GCF_013110805.1,Yes
GCF_013110825.1,Yes
GCF_013110855.1,Yes
GCF_013110875.1,Yes
GCF_013110885.1,Yes
GCF_013110915.1,Yes
GCF_013111185.1,Yes
GCF_013113805.1,No
GCF_013113815.1,No
GCF_013113915.1,No
GCF_013113955.1,Yes
GCF_013113965.1,No
GCF_013114005.1,Yes
GCF_013114015.1,No
GCF_013114045.1,No
GCF_013114055.1,No
GCF_013114115.1,No
GCF_013114135.1,No
GCF_013114145.1,No
GCF_013114225.1,No
GCF_013114235.1,No
GCF_013114245.1,No
GCF_013114285.1,No
GCF_013114295.1,No
GCF_013114325.1,No
GCF_013114335.1,No
GCF_013114395.1,No
GCF_013114425.1,No
GCF_013114435.1,No
GCF_013114445.1,No
GCF_013114485.1,No
GCF_013114515.1,No
GCF_013114525.1,No
GCF_013114585.1,No
GCF_013114595.1,No
GCF_013114615.1,Yes
GCF_013114625.1,No
GCF_013114665.1,No
GCF_013114685.1,No
GCF_013141885.1,No
GCF_013155465.1,No
GCF_013179035.1,Yes
GCF_013179055.1,Yes
GCF_013179075.1,Yes
GCF_013179085.1,Yes
GCF_013179095.1,Yes
GCF_013179105.1,Yes
GCF_013179155.1,Yes
GCF_013179175.1,Yes
GCF_013179195.1,Yes
GCF_013179205.1,Yes
GCF_013179235.1,Yes
GCF_013179255.1,Yes
GCF_013179275.1,Yes
GCF_013179285.1,Yes
GCF_013179295.1,Yes
GCF_013179335.1,Yes
GCF_013179355.1,Yes
GCF_013179375.1,Yes
GCF_013179385.1,Yes
GCF_013179415.1,Yes
GCF_013179425.1,Yes
GCF_013179455.1,Yes
GCF_013214045.1,No
GCF_013214215.1,No
GCF_013248905.1,Yes
GCF_013266555.1,No
GCF_013266565.1,No
GCF_013266595.1,No
GCF_013266605.1,No
GCF_013266615.1,No
GCF_013266655.1,No
GCF_013266665.1,No
GCF_013282155.1,No
GCF_013305625.2,Yes
GCF_013317235.1,Yes
GCF_013332575.1,Yes
GCF_013336785.1,No
GCF_013337265.1,No
GCF_013337275.1,No
GCF_013337325.1,No
GCF_013337345.1,No
GCF_013337355.1,No
GCF_013337385.1,No
GCF_013337395.1,No
GCF_013337415.1,No
GCF_013337445.1,No
GCF_013349955.1,Yes
GCF_013350055.1,Yes
GCF_013364385.1,No
GCF_013364395.1,No
GCF_013368925.1,No
GCF_013369295.1,No
GCF_013373705.1,No
GCF_013373735.1,No
GCF_013373935.1,No
GCF_013376655.1,No
GCF_013376675.1,No
GCF_013377785.1,Yes
GCF_013387005.1,Yes
GCF_013393265.1,No
GCF_013393285.1,Yes
GCF_013393345.1,No
GCF_013393465.1,No
GCF_013394185.1,No
GCF_013408335.1,No
GCF_013414195.1,No
GCF_013415115.1,No
GCF_013415485.1,Yes
GCF_013416725.1,No
GCF_013416885.1,Yes
GCF_013425485.1,Yes
GCF_013523055.1,No
GCF_013608135.1,Yes
GCF_014050145.1,No
GCF_014119005.1,No
GCF_014138625.1,No
GCF_014138635.1,No
GCF_014163575.1,Yes
GCF_014163665.1,No
GCF_014164465.1,No
GCF_014164585.1,Yes
GCF_014170415.1,No
GCF_014192055.1,Yes
GCF_014192215.1,No
GCF_014192285.1,No
GCF_014193375.1,No
GCF_014197785.1,Yes
GCF_014199445.1,No
GCF_014200165.1,No
GCF_014202315.1,No
GCF_014212355.1,No
GCF_014217705.1,Yes
GCF_014250155.1,Yes
GCF_014263395.1,No
GCF_014269105.1,No
GCF_014269115.1,Yes
GCF_014269165.1,Yes
GCF_014274185.1,Yes
GCF_014349205.1,Yes
GCF_014384845.1,Yes
GCF_014525075.1,No
GCF_014525195.1,No
GCF_014525215.1,No
GCF_014596605.1,Yes
GCF_014643735.1,No
GCF_014643915.1,No
GCF_014645335.1,Yes
GCF_014645375.1,Yes
GCF_014646875.1,No
GCF_014646975.1,Yes
GCF_014647575.1,Yes
GCF_014652055.1,No
GCF_014652355.1,Yes
GCF_014652655.1,No
GCF_014694355.1,No
GCF_014694385.1,No
GCF_014694455.1,Yes
GCF_014700075.1,No
GCF_014769105.1,No
GCF_014769135.1,Yes
GCF_014779595.1,No
GCF_014843375.1,No
GCF_014852085.1,No
GCF_014859505.1,No
GCF_014861365.1,Yes
GCF_014861375.1,Yes
GCF_014863865.1,No
GCF_014878155.1,No
GCF_014879975.1,No
GCF_014897785.1,Yes
GCF_014901205.1,No
GCF_014926255.1,No
GCF_014926485.1,No
GCF_015082335.1,Yes
GCF_015097735.1,No
GCF_015163535.1,No
GCF_015163555.1,No
GCF_015163595.1,Yes
GCF_015163615.1,No
GCF_015209595.1,Yes
GCF_015234205.1,No
GCF_015234355.1,Yes
GCF_015277735.1,Yes
GCF_015351605.1,Yes
GCF_015351755.1,Yes
GCF_015594925.2,Yes
GCF_015595025.1,No
GCF_015645095.1,No
GCF_015654285.1,No
GCF_015680235.1,No
GCF_015680245.1,No
GCF_015680285.1,No
GCF_015680295.1,No
GCF_015680325.1,No
GCF_015864565.1,Yes
GCF_015864605.1,Yes
GCF_015864635.1,Yes
GCF_015864805.1,No
GCF_016008995.1,No
GCF_016009055.1,Yes
GCF_016009195.1,Yes
GCF_016009385.1,No
GCF_016019955.1,Yes
GCF_016019975.1,Yes
GCF_016082375.1,Yes
GCF_016106655.1,Yes
GCF_016107575.1,Yes
GCF_016123485.1,Yes
GCF_016125575.1,Yes
GCF_016337225.1,No
GCF_016406055.1,No
GCF_016411865.1,No
GCF_016464085.1,Yes
GCF_016464115.1,No
GCF_016464165.1,No
GCF_016464175.1,No
GCF_016464195.1,No
GCF_016464265.1,No
GCF_016583645.1,No
GCF_016595245.1,No
GCF_016597775.1,No
GCF_016597815.1,No
GCF_016613355.1,No
GCF_016648105.1,No
GCF_016653375.1,Yes
GCF_016744155.1,Yes
GCF_016744175.1,Yes
GCF_016746085.1,Yes
GCF_016758285.1,No
GCF_016758325.1,No
GCF_016793705.1,Yes
GCF_016812015.1,No
GCF_016817295.1,Yes
GCF_016817315.1,Yes
GCF_016817335.1,Yes
GCF_016819485.1,Yes
GCF_016819515.1,Yes
GCF_016819535.1,Yes
GCF_016819555.1,Yes
GCF_016819575.1,Yes
GCF_016819585.1,Yes
GCF_016819615.1,Yes
GCF_016819635.1,Yes
GCF_016819655.1,Yes
GCF_016819665.1,Yes
GCF_016819695.1,Yes
GCF_016819715.1,Yes
GCF_016819735.1,Yes
GCF_016819755.1,Yes
GCF_016819765.1,Yes
GCF_016819795.1,Yes
GCF_016819815.1,Yes
GCF_016819835.1,Yes
GCF_016819855.1,Yes
GCF_016819875.1,Yes
GCF_016819885.1,Yes
GCF_016819915.1,Yes
GCF_016819935.1,Yes
GCF_016819955.1,Yes
GCF_016819975.1,Yes
GCF_016819995.1,Yes
GCF_016823165.1,Yes
GCF_016825335.1,No
GCF_016865175.1,No
GCF_016901225.1,No
GCF_016909095.1,No
GCF_016920955.1,No
GCF_016924145.1,Yes
GCF_016924235.1,Yes
GCF_016937625.1,Yes
GCF_017051655.1,No
GCF_017051665.1,Yes
GCF_017051735.1,No
GCF_017051775.1,No
GCF_017051795.1,No
GCF_017161465.1,No
GCF_017313425.1,No
GCF_017313445.1,Yes
GCF_017313505.1,Yes
GCF_017313525.1,No
GCF_017313585.1,No
GCF_017313625.1,Yes
GCF_017313645.1,No
GCF_017313705.1,Yes
GCF_017313725.1,No
GCF_017315735.1,No
GCF_017350855.1,Yes
GCF_017350975.1,Yes
GCF_017351905.1,Yes
GCF_017356265.1,No
GCF_017488845.2,No
GCF_017498065.1,No
GCF_017498085.1,No
GCF_017571595.2,No
GCF_017643905.1,Yes
GCF_017653565.1,No
GCF_017653575.1,No
GCF_017743755.1,Yes
GCF_017743795.1,Yes
GCF_017743815.1,Yes
GCF_017743935.1,No
GCF_017743945.1,No
GCF_017743975.1,Yes
GCF_017743995.1,Yes
GCF_017744045.1,Yes
GCF_017744095.1,Yes
GCF_017744435.1,Yes
GCF_017776525.1,Yes
GCF_017794985.1,No
GCF_017798205.1,Yes
GCF_017813245.1,No
GCF_017854435.1,No
GCF_017854635.1,No
GCF_017872495.1,Yes
GCF_017872515.1,Yes
GCF_017872535.1,Yes
GCF_017872545.1,Yes
GCF_017872555.1,Yes
GCF_017872595.1,Yes
GCF_017872615.1,Yes
GCF_017875105.1,Yes
GCF_017875115.1,Yes
GCF_017875835.1,Yes
GCF_017875935.1,Yes
GCF_017897275.1,No
GCF_017916495.1,No
GCF_017916555.1,No
GCF_017916575.1,No
GCF_017916595.1,No
GCF_017916615.1,No
GCF_017916625.1,No
GCF_017916635.1,No
GCF_017916675.1,No
GCF_017916695.1,No
GCF_017916715.1,No
GCF_017916725.1,No
GCF_017916745.1,No
GCF_017916835.1,No
GCF_017916855.1,No
GCF_017916895.1,No
GCF_017916915.1,No
GCF_017916955.1,No
GCF_017916965.1,No
GCF_017916995.1,No
GCF_017917015.1,No
GCF_017917035.1,No
GCF_017917075.1,No
GCF_017917095.1,No
GCF_017917145.1,No
GCF_017917155.1,No
GCF_017917195.1,No
GCF_017917215.1,No
GCF_017917255.1,No
GCF_017917285.1,No
GCF_017917325.1,No
GCF_017917355.1,No
GCF_017917365.1,No
GCF_017917395.1,No
GCF_017917415.1,No
GCF_017917435.1,No
GCF_017917465.1,No
GCF_017917495.1,No
GCF_017917505.1,No
GCF_017917535.1,No
GCF_017917555.1,No
GCF_017917575.1,No
GCF_017917595.1,No
GCF_017917615.1,No
GCF_017917635.1,No
GCF_017917655.1,No
GCF_017917675.1,No
GCF_017917695.1,No
GCF_017917735.1,No
GCF_017917755.1,No
GCF_017917765.1,No
GCF_017917795.1,No
GCF_017917815.1,No
GCF_017917835.1,No
GCF_017917855.1,No
GCF_017917875.1,No
GCF_017917885.1,No
GCF_017917915.1,No
GCF_017917925.1,No
GCF_017917955.1,No
GCF_017917965.1,No
GCF_017917995.1,No
GCF_017918015.1,No
GCF_017918035.1,No
GCF_017918055.1,No
GCF_017918065.1,No
GCF_017918095.1,No
GCF_017918195.1,No
GCF_017918265.1,No
GCF_017923375.1,No
GCF_017942195.1,No
GCF_017948435.1,No
GCF_017960245.1,No
GCF_017960285.1,No
GCF_017960295.1,No
GCF_017960325.1,No
GCF_017960345.1,No
GCF_017960365.1,No
GCF_017960375.1,No
GCF_017963645.1,Yes
GCF_018066915.1,Yes
GCF_018066995.1,Yes
GCF_018069425.1,No
GCF_018069475.1,Yes
GCF_018069545.1,Yes
GCF_018101115.1,Yes
GCF_018101175.1,Yes
GCF_018101215.1,Yes
GCF_018141045.1,Yes
GCF_018145875.1,Yes
GCF_018219155.1,No
