dataset,taxon_id,assembly_accession,isolation_source,geo_loc_name,env_broad_scale,env_local_scale,env_medium,geographic location (latitude),geographic location (longitude),lat_lon,geographic location (region and locality)
688,3229990,GCF_041467455.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229653,GCF_041473245.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229654,GCF_041473285.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229650,GCF_041473335.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229651,GCF_041473355.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229603,GCF_041473375.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229649,GCF_041473395.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229602,GCF_041473455.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229601,GCF_041473495.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229600,GCF_041473545.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229598,GCF_041473575.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229599,GCF_041473595.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229647,GCF_041473695.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229648,GCF_041473705.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229644,GCF_041473795.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229643,GCF_041473815.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229646,GCF_041473835.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229645,GCF_041473875.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229641,GCF_041473935.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229642,GCF_041473955.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229639,GCF_041473975.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229640,GCF_041473995.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229638,GCF_041474015.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229636,GCF_041474035.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229637,GCF_041474055.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229634,GCF_041474075.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229633,GCF_041474095.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229635,GCF_041474115.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229632,GCF_041474155.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229631,GCF_041474195.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229630,GCF_041474215.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229629,GCF_041474275.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229628,GCF_041474415.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229627,GCF_041474435.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229625,GCF_041474495.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229626,GCF_041474515.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229624,GCF_041474535.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229623,GCF_041474575.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229622,GCF_041474615.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229621,GCF_041474655.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229619,GCF_041474715.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229618,GCF_041474845.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229617,GCF_041474905.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229616,GCF_041474965.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229615,GCF_041474985.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229614,GCF_041475025.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229613,GCF_041475085.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229612,GCF_041475105.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229611,GCF_041475145.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229610,GCF_041475205.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229609,GCF_041475225.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229607,GCF_041475245.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229608,GCF_041475265.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229606,GCF_041475285.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229604,GCF_041475345.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229605,GCF_041475365.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,678,GCF_044433195.1,hindgut chamber (section V),"New Zealand: Great Barrier Island, Auckland",fish gut microbiome,hindgut,hindgut chamber (section V),,,36.19 S 175.49 E,
688,1903178,GCF_963872585.1,,not collected,,,,,,,
688,1903177,GCA_001974575.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Canoe Cove, Nahant, MA",marine,,,,,,
688,1884480,GCA_002872545.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884479,GCA_002872555.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880852,GCA_002872765.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884477,GCA_002873045.2,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880853,GCA_002873195.2,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880854,GCA_002873335.2,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880855,GCA_002873395.1,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884478,GCA_002874055.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884476,GCA_002874195.2,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880856,GCA_002874415.1,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880841,GCA_002875555.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880842,GCA_002875605.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880843,GCA_002875685.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880844,GCA_002875705.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880845,GCA_002875885.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880846,GCA_002875905.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884472,GCA_002876185.1,"Filtered Seawater, 5-63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880849,GCA_002876325.1,"Filtered Seawater, 5-63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880848,GCA_002876915.1,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884473,GCA_002877155.1,"Filtered Seawater, 5-63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884474,GCA_002877245.2,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880851,GCA_002877365.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884475,GCA_002877735.2,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,2056190,GCA_003050065.1,Filtered seawater (5uM filter),"USA: Plum Island, MA",,,,,,missing,
688,2056189,GCA_003050085.1,Filtered seawater (1uM filter),"USA: Plum Island, MA",,,,,,missing,
688,2056188,GCA_003050105.1,Filtered seawater (<1uM filter),"USA: Plum Island, MA",,,,,,missing,
688,1884477,GCA_003050605.1,Filtered seawater (<1uM filter),"USA: Plum Island, MA",,,,,,missing,
688,2591018,GCA_013048625.1,water,Norway,,,,,,,
688,2527670,GCA_029478525.1,Bivalves,Norway,,,,,,,
688,3074545,GCA_033340395.1,food,China,,,,,,22.55 N 114.09 E,
688,3229986,GCA_041467415.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229990,GCA_041467455.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229989,GCA_041467475.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229991,GCA_041467515.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229988,GCA_041467535.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229992,GCA_041467595.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229993,GCA_041467655.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229994,GCA_041467715.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229995,GCA_041467735.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229996,GCA_041467855.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229997,GCA_041467875.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229998,GCA_041467935.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229717,GCA_041468625.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229718,GCA_041468645.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229716,GCA_041468745.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229714,GCA_041468845.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229713,GCA_041468865.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229712,GCA_041468925.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229710,GCA_041469065.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229709,GCA_041469125.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229706,GCA_041469245.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229705,GCA_041469365.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229704,GCA_041469445.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229702,GCA_041469465.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229703,GCA_041469505.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229701,GCA_041469545.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229700,GCA_041469705.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229699,GCA_041469785.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229698,GCA_041469805.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229697,GCA_041470165.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229696,GCA_041470225.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229695,GCA_041470325.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229693,GCA_041470425.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229692,GCA_041470465.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229689,GCA_041470505.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229690,GCA_041470545.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229691,GCA_041470565.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229688,GCA_041470645.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229687,GCA_041470825.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229686,GCA_041471145.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229683,GCA_041471185.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229682,GCA_041471225.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229685,GCA_041471285.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229680,GCA_041471405.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229681,GCA_041471425.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229678,GCA_041471665.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229677,GCA_041471705.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229679,GCA_041471725.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229675,GCA_041471765.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229676,GCA_041471785.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229674,GCA_041471945.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229673,GCA_041471965.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229672,GCA_041472065.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229671,GCA_041472085.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229669,GCA_041472205.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229667,GCA_041472225.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229668,GCA_041472245.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229670,GCA_041472265.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229666,GCA_041472285.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229665,GCA_041472525.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229664,GCA_041472645.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229663,GCA_041472705.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229661,GCA_041472725.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229662,GCA_041472735.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229660,GCA_041472785.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229659,GCA_041472845.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229658,GCA_041472995.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229657,GCA_041473075.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229656,GCA_041473235.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229655,GCA_041473315.1,Filtered Seawater,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,1903177,GCF_001974575.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Canoe Cove, Nahant, MA",marine,,,,,,
688,1884480,GCF_002872545.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884479,GCF_002872555.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880852,GCF_002872765.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884477,GCF_002873045.2,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880853,GCF_002873195.2,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880854,GCF_002873335.2,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880855,GCF_002873395.1,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884478,GCF_002874055.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884476,GCF_002874195.2,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880856,GCF_002874415.1,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880841,GCF_002875555.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880842,GCF_002875605.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880843,GCF_002875685.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880844,GCF_002875705.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880845,GCF_002875885.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880846,GCF_002875905.1,"Filtered Seawater, 0.2-1 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884472,GCF_002876185.1,"Filtered Seawater, 5-63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880849,GCF_002876325.1,"Filtered Seawater, 5-63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880848,GCF_002876915.1,"Filtered Seawater, 1-5 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884473,GCF_002877155.1,"Filtered Seawater, 5-63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884474,GCF_002877245.2,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1880851,GCF_002877365.1,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,1884475,GCF_002877735.2,"Filtered Seawater, >63 micron fraction","USA: Massachusetts, Nahant, Canoe Cove",marine,,,,,,
688,2056190,GCF_003050065.1,Filtered seawater (5uM filter),"USA: Plum Island, MA",,,,,,missing,
688,2056189,GCF_003050085.1,Filtered seawater (1uM filter),"USA: Plum Island, MA",,,,,,missing,
688,2056188,GCF_003050105.1,Filtered seawater (<1uM filter),"USA: Plum Island, MA",,,,,,missing,
688,1884477,GCF_003050605.1,Filtered seawater (<1uM filter),"USA: Plum Island, MA",,,,,,missing,
688,2591018,GCF_013048625.1,water,Norway,,,,,,,
688,2527670,GCF_029478525.1,Bivalves,Norway,,,,,,,
688,3074546,GCF_033340375.1,food,China,,,,,,22.55 N 114.09 E,
688,3074545,GCF_033340395.1,food,China,,,,,,22.55 N 114.09 E,
688,3229986,GCF_041467415.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229989,GCF_041467475.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229991,GCF_041467515.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229988,GCF_041467535.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229992,GCF_041467595.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229993,GCF_041467655.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
688,3229994,GCF_041467715.1,,"USA: Massachusetts, Nahant, Canoe Cove",marine,littoral,water,,,42.419618 N 70.906707 W,
