mass_feature,RT,mz,MS2,add_annotation,sample_fraction,replicate_name,adjusted_area,sample_set,treatment
HILICPos_394,11.529,501.21399,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,287175.06180321734,OBi1_set2,Homarine
HILICPos_394,11.529,501.21399,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,291765.2132600609,OBi1_set2,Homarine
HILICPos_394,11.529,501.21399,NA,[M+H]+,Particulate,211202_Smp_OBi1_6,349542.09660281596,OBi1_set2,Homarine
HILICPos_394,11.529,501.21399,NA,[M+H]+,Particulate,211202_Smp_OBi1_7,820129.8060145135,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_394,11.529,501.21399,NA,[M+H]+,Particulate,211202_Smp_OBi1_8,908829.0538941892,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_394,11.529,501.21399,NA,[M+H]+,Particulate,211202_Smp_OBi1_9,983796.7246899464,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_1,898901.0840620673,OBi1_set2,Glucose + NH4
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_2,1174405.4432811514,OBi1_set2,Glucose + NH4
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_3,1047963.9776989836,OBi1_set2,Glucose + NH4
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_4,1713997.0469218832,OBi1_set2,Homarine
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_5,1435636.1908799547,OBi1_set2,Homarine
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_6,1883641.8321754888,OBi1_set2,Homarine
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_7,1018677.86861332,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_8,1089475.3790964806,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_395,10.581,502.15753,NA,NA,Particulate,211202_Smp_OBi1_9,1262479.5672239445,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_1,4171467.8488346254,OBi1_set2,Glucose + NH4
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_2,3162348.9004627583,OBi1_set2,Glucose + NH4
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_3,3673897.438273118,OBi1_set2,Glucose + NH4
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,11414.376826122429,OBi1_set2,Homarine
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,2358224.919829394,OBi1_set2,Homarine
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_6,1169837.838452757,OBi1_set2,Homarine
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_7,2408569.040686913,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_8,3637088.683743455,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_397,12.899,506.09946,NA,[M+H]+,Particulate,211202_Smp_OBi1_9,2390285.0455666785,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_1,3604841.3116356847,OBi1_set2,Glucose + NH4
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_2,3218789.742881392,OBi1_set2,Glucose + NH4
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_3,3450848.401722922,OBi1_set2,Glucose + NH4
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_4,2807808.092246808,OBi1_set2,Homarine
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_5,1769483.6888874928,OBi1_set2,Homarine
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_6,1201821.535081244,OBi1_set2,Homarine
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_7,2955520.728003833,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_8,2096586.99482813,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_398,4.641,518.08496,NA,NA,Particulate,211202_Smp_OBi1_9,2612413.4679262233,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_1,1702.4434787081975,OBi1_set2,Glucose + NH4
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_2,1669.8461017643294,OBi1_set2,Glucose + NH4
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_3,1626.2282779242337,OBi1_set2,Glucose + NH4
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_4,190360.82562040153,OBi1_set2,Homarine
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_5,406992.66055130743,OBi1_set2,Homarine
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_6,320012.40004618827,OBi1_set2,Homarine
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_7,1596.2484870535245,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_8,1610.055290456054,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_399,9.852,528.17767,NA,NA,Particulate,211202_Smp_OBi1_9,1438.25725320647,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_1,3010652,OBi1_set2,Glucose + NH4
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_2,1884528,OBi1_set2,Glucose + NH4
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_3,2458812,OBi1_set2,Glucose + NH4
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_4,670.14248046875,OBi1_set2,Homarine
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_5,670.14248046875,OBi1_set2,Homarine
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_6,670.14248046875,OBi1_set2,Homarine
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_7,6701,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_8,65882,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_400,9.508,535.13733,NA,NA,Particulate,211202_Smp_OBi1_9,41074,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_1,328456.9920440137,OBi1_set2,Glucose + NH4
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_2,418845.5862552268,OBi1_set2,Glucose + NH4
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_3,326720.15754062426,OBi1_set2,Glucose + NH4
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_4,418695.1122272103,OBi1_set2,Homarine
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_5,560323.4720179811,OBi1_set2,Homarine
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_6,514783.1443533253,OBi1_set2,Homarine
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_7,365949.56769750494,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_8,384649.94754490705,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_401,11.524,546.18164,NA,NA,Particulate,211202_Smp_OBi1_9,534535.6560681786,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_1,630899.1317337293,OBi1_set2,Glucose + NH4
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_2,965005.4842227916,OBi1_set2,Glucose + NH4
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_3,493856.7143254121,OBi1_set2,Glucose + NH4
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_4,7738543.9392556995,OBi1_set2,Homarine
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_5,5399459.584437345,OBi1_set2,Homarine
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_6,5590450.430156547,OBi1_set2,Homarine
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_7,3389343.3957937215,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_8,3206575.475986832,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_402,10.723,554.19275,NA,NA,Particulate,211202_Smp_OBi1_9,979424.8939059431,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_1,4660255.74901196,OBi1_set2,Glucose + NH4
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_2,4886347.820830856,OBi1_set2,Glucose + NH4
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_3,4729657.971604312,OBi1_set2,Glucose + NH4
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_4,40394517.30209836,OBi1_set2,Homarine
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_5,38474785.16935046,OBi1_set2,Homarine
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_6,42050121.64866192,OBi1_set2,Homarine
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_7,22008158.75536064,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_8,23722923.227530625,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_403,10.664,559.14832,50.36499:6817 57.5578:6423 79.51517:6651 79.77022:7279 81.98986:6383 83.58903:7812 87.497:6287 100.76665:7479 119.85477:7333 141.96634:6638 149.67766:9570 151.66759:6081 154.86897:7408 184.09758:7269 213.65947:8020 220.927:7040 227.1662:8108 227.17993:11614 291.06873:408519 317.38837:7791 388.48486:6838 397.0831:95415 398.29211:7841,NA,Particulate,211202_Smp_OBi1_9,17069182.700638253,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_1,5410220.402202879,OBi1_set2,Glucose + NH4
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_2,4936552.1818527,OBi1_set2,Glucose + NH4
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_3,5356918.02482848,OBi1_set2,Glucose + NH4
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_4,3692648.770332773,OBi1_set2,Homarine
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_5,2364868.7873152625,OBi1_set2,Homarine
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_6,1503332.0442866248,OBi1_set2,Homarine
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_7,4332103.403299338,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_8,3453701.135752227,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_404,4.597,563.14227,NA,NA,Particulate,211202_Smp_OBi1_9,4355864.0632219855,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_1,586554.385046608,OBi1_set2,Glucose + NH4
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_2,314431.69837602833,OBi1_set2,Glucose + NH4
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_3,571323.6596123887,OBi1_set2,Glucose + NH4
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_4,872478.5603247964,OBi1_set2,Homarine
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_5,658971.040709145,OBi1_set2,Homarine
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_6,924254.7001638456,OBi1_set2,Homarine
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_7,477575.424584001,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_8,435155.8246539351,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_405,10.623,581.13049,NA,NA,Particulate,211202_Smp_OBi1_9,819390.0167138951,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_1,2935697.7852022196,OBi1_set2,Glucose + NH4
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_2,2988766.7815847024,OBi1_set2,Glucose + NH4
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_3,2249806.0209573912,OBi1_set2,Glucose + NH4
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_4,525559.751952546,OBi1_set2,Homarine
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_5,2099247.925018783,OBi1_set2,Homarine
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_6,1778034.4039585064,OBi1_set2,Homarine
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_7,1844072.117941929,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_8,2248496.2392808227,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_406,13.129,584.08923,NA,NA,Particulate,211202_Smp_OBi1_9,1366566.7874812584,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_1,1021929.6613386988,OBi1_set2,Glucose + NH4
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_2,1174732.8202686012,OBi1_set2,Glucose + NH4
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_3,781350.0269215666,OBi1_set2,Glucose + NH4
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_4,129601.87431101131,OBi1_set2,Homarine
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_5,522503.13564937486,OBi1_set2,Homarine
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_6,462940.0842305433,OBi1_set2,Homarine
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_7,664306.6620739084,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_8,796284.5574785182,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_407,13.127,589.04565,NA,NA,Particulate,211202_Smp_OBi1_9,557777.3215414009,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_1,2486801.895423892,OBi1_set2,Glucose + NH4
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_2,2230616.23031144,OBi1_set2,Glucose + NH4
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_3,1745792.639171746,OBi1_set2,Glucose + NH4
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_4,476343.2124267364,OBi1_set2,Homarine
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_5,783499.8458822061,OBi1_set2,Homarine
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_6,580325.4500442293,OBi1_set2,Homarine
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_7,1495144.1108852464,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_8,1948470.5525839508,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_409,15.449,598.06842,NA,NA,Particulate,211202_Smp_OBi1_9,1295196.241911654,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_1,2126188,OBi1_set2,Glucose + NH4
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_2,2409358,OBi1_set2,Glucose + NH4
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_3,2036744,OBi1_set2,Glucose + NH4
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,213132,OBi1_set2,Homarine
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,1013689,OBi1_set2,Homarine
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_6,855894,OBi1_set2,Homarine
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_7,1888981,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_8,2128780,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_410,12.054,608.0899,NA,[M+H]+,Particulate,211202_Smp_OBi1_9,2049125,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_1,437202.3103963408,OBi1_set2,Glucose + NH4
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_2,251257.6162166253,OBi1_set2,Glucose + NH4
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_3,253843.05068335668,OBi1_set2,Glucose + NH4
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_4,445.58487096764145,OBi1_set2,Homarine
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_5,1474684.574000587,OBi1_set2,Homarine
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_6,247221.89417535003,OBi1_set2,Homarine
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_7,602943.3316077522,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_8,1666436.613648886,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_411,14.114,613.16034,NA,NA,Particulate,211202_Smp_OBi1_9,2272267.45630201,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_1,190279.47336763187,OBi1_set2,Glucose + NH4
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_2,144679.10186666634,OBi1_set2,Glucose + NH4
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_3,161786.38510720202,OBi1_set2,Glucose + NH4
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_4,2020841.404470222,OBi1_set2,Homarine
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_5,1774856.96213579,OBi1_set2,Homarine
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_6,2016846.645245035,OBi1_set2,Homarine
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_7,899563.405286358,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_8,993417.9056216982,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_414,10.673,637.12537,NA,NA,Particulate,211202_Smp_OBi1_9,741625.5215986305,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_1,10245383.69282334,OBi1_set2,Glucose + NH4
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_2,8143859.742014227,OBi1_set2,Glucose + NH4
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_3,8553575.985681713,OBi1_set2,Glucose + NH4
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_4,12782020.045714684,OBi1_set2,Homarine
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_5,10109358.93375828,OBi1_set2,Homarine
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_6,8937894.4690047,OBi1_set2,Homarine
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_7,8277559.563254677,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_8,7092140.614311861,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_415,9.175,643.32397,NA,NA,Particulate,211202_Smp_OBi1_9,6668750.663366957,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_1,1550113,OBi1_set2,Glucose + NH4
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_2,937581,OBi1_set2,Glucose + NH4
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_3,1242636,OBi1_set2,Glucose + NH4
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_4,464.36279296875,OBi1_set2,Homarine
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_5,4644,OBi1_set2,Homarine
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_6,9318,OBi1_set2,Homarine
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_7,891161,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_8,753336,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_416,10.566,648.27258,NA,NA,Particulate,211202_Smp_OBi1_9,989784,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_1,1164238,OBi1_set2,Glucose + NH4
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_2,715125,OBi1_set2,Glucose + NH4
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_3,561812,OBi1_set2,Glucose + NH4
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_4,4289892,OBi1_set2,Homarine
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_5,4687790,OBi1_set2,Homarine
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_6,3407220,OBi1_set2,Homarine
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_7,1049396,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_8,518762,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_417,2.306,654.26733,NA,NA,Particulate,211202_Smp_OBi1_9,628787,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_418,11.096,664.11786,NA,[M+H]+,Particulate,211202_Smp_OBi1_1,16014115.738275409,OBi1_set2,Glucose + NH4
HILICPos_418,11.096,664.11786,NA,[M+H]+,Particulate,211202_Smp_OBi1_2,18467759.33699385,OBi1_set2,Glucose + NH4
HILICPos_418,11.096,664.11786,NA,[M+H]+,Particulate,211202_Smp_OBi1_3,14188058.035665832,OBi1_set2,Glucose + NH4
HILICPos_418,11.096,664.11786,NA,[M+H]+,Particulate,211202_Smp_OBi1_4,233311.9054246165,OBi1_set2,Homarine
HILICPos_418,11.096,664.11786,NA,[M+H]+,Particulate,211202_Smp_OBi1_5,7936501.3773825485,OBi1_set2,Homarine
